"","Endothelial","CAFs","PVL","Plasmablasts","T-cells","Myeloid","Cancer Epithelial","Normal Epithelial","B-cells","sid"
"16x14",0.00030098850734491,0.169771330537748,0.0426781226038905,0.308978998434018,3.56233648070069e-05,0.0269021972768921,0.451144983887936,0.000167203427168201,2.05519601949211e-05,"BC23508_E2"
"23x14",0.00106637845176661,0.115125567189591,0.087726897675068,0.525897006890609,5.68343984455912e-05,0.0351741408571427,0.234218010629728,0.000659502939423199,7.56609682267557e-05,"BC23508_E2"
"8x14",0.0116020399493514,0.211286682391088,0.0178240791065206,0.31741174534141,0.000185133614780261,0.0753804404065511,0.365567295627637,0.000645855242312494,9.67283203497266e-05,"BC23508_E2"
"15x14",0.00299777475191148,0.188154637294327,0.0647486462508017,0.305677648417069,0.000102989436673867,0.0386241533978746,0.398118636306176,0.00155933771310875,1.61764320571047e-05,"BC23508_E2"
"24x14",0.00363383792237918,0.188117306751757,0.0595452402014895,0.355933368334929,0.000258919539517421,0.0377475234374685,0.352365888754054,0.00202375972885651,0.0003741553295492,"BC23508_E2"
"18x14",0.000774073063086742,0.15375755829002,0.0135400243304126,0.387699903043963,5.96128308887506e-05,0.0456388561273845,0.396752161589332,0.00175038943877277,2.74212861399088e-05,"BC23508_E2"
"7x14",0.00415084372554877,0.24257244233182,0.0454399199603557,0.195819878518076,0.00108112104303546,0.10795525433309,0.376859474472142,0.0210187275263321,0.00510233808960038,"BC23508_E2"
"12x14",0.000728657354279693,0.1769727249895,0.013464534706652,0.292296493250248,0.000121449994678252,0.0556124101302463,0.459744302841201,0.000930883531802048,0.000128543201392855,"BC23508_E2"
"13x14",0.0031082009495354,0.297606499306134,0.0379944113676664,0.218048968656529,0.000290082895263236,0.0962566333341511,0.343271413938756,0.00312851333425664,0.000295276217708482,"BC23508_E2"
"28x14",0.00105833584444114,0.225248052078445,0.00802624499914831,0.115355540588566,0.000501279225294134,0.0342011421206506,0.613680184885789,0.00173266574934963,0.000196554508316757,"BC23508_E2"
"25x14",0.00629250817881083,0.174433641886508,0.00597345678371056,0.259662781414528,0.00276104181557354,0.0381296447955804,0.503445864882885,0.00591207841736686,0.00338898182503691,"BC23508_E2"
"26x14",0.000877322223898786,0.175206041645713,0.0805422135932967,0.10016004713827,0.000164820518266101,0.0614846688001333,0.580832281918717,0.000701448557655259,3.11556040510213e-05,"BC23508_E2"
"11x15",0.00788973491938411,0.259192706232992,0.0480819712262477,0.184225872317218,0.00102605709251122,0.066047988985676,0.428453519796,0.00385576068224729,0.00122638874772323,"BC23508_E2"
"22x15",0.00238162395711446,0.217542958095581,0.080363122821418,0.283811545996329,0.000279333779931678,0.0379873649227066,0.374725163178881,0.00276398033266647,0.000144906915371632,"BC23508_E2"
"31x15",0.00111193707732913,0.213666017477055,0.0117959644353911,0.0851825250153253,9.29393203137736e-05,0.082483886285363,0.604426485547481,0.00120640374150199,3.38411002403649e-05,"BC23508_E2"
"27x15",0.00175346492830724,0.349021738051451,0.0365992551215992,0.035013131781525,0.000250879309492619,0.136761082503968,0.43749783573185,0.00305787616751357,4.47364042930423e-05,"BC23508_E2"
"32x15",0.00438428369446274,0.203639419378254,0.0136189401171387,0.0418918061715094,0.000669866967162567,0.0499255704360503,0.68265994849429,0.00244755195029275,0.000762612790839738,"BC23508_E2"
"21x15",0.00094966888658425,0.149283998077295,0.0156880828395815,0.231902239071015,2.25091142158993e-05,0.0228776256028953,0.579229372990312,3.60048663152548e-05,1.04985517855184e-05,"BC23508_E2"
"29x15",0.00189373630999965,0.284655784601795,0.020858223094738,0.130897179156703,0.000102320780449705,0.0711442944250297,0.488923145485521,0.00141136447729209,0.000113951668471822,"BC23508_E2"
"30x15",0.0016608615336799,0.196063258134346,0.0554031282025411,0.220498644725404,0.000316895393942855,0.0659781312264412,0.457995534975118,0.00194747466838277,0.000136071140144064,"BC23508_E2"
"9x15",0.00713494886111191,0.204115582657831,0.046478370706578,0.204183004667003,0.00243565582664693,0.084537220065953,0.443569471341958,0.00561344497527432,0.00193230089764446,"BC23508_E2"
"19x15",0.00135258997695386,0.0864834078610501,0.00927235648726243,0.25239519215363,4.92292189136828e-05,0.0264653442669424,0.623877570524129,9.51119822740251e-05,9.19752884529402e-06,"BC23508_E2"
"16x15",0.00341118131879007,0.148073653864316,0.122333292110773,0.247664090140167,0.000261352713757403,0.12488941301811,0.351514311201288,0.00167410466227941,0.000178600970517903,"BC23508_E2"
"8x15",0.00534819535457198,0.202175851859939,0.0434512695239227,0.130780276481396,0.00123401337574522,0.094212586465727,0.513712374398138,0.00685087316576706,0.00223455937479389,"BC23508_E2"
